BusinessName,Rating,NumberOfReviews,Category,Address,Phone,Close,Website,GoogleReviewsLink,Industry,Location
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30007
ACE Roofing Company Inc,4.4,(14),Roofing contractor,N/A,·(770) 966-1385,Open⋅ Closes 5 PM,N/A,https://www.google.com/maps/place/ACE+Roofing+Company+Inc/data=!4m7!3m6!1s0x88f5419aaaaaaaab:0x1d4989dbfc9cb677!8m2!3d33.9575506!4d-84.424707!16s%2Fg%2F11b7qdxl6k!19sChIJq6qqqppB9YgRd7ac_NuJSR0?authuser=0&hl=en&rclk=1,Roofing,30007
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30007
Shelter Guard Roofing and Gutters,4.8,(245),Roofing contractor,N/A,·(678) 730-2228,Open⋅ Closes 10 PM,N/A,https://www.google.com/maps/place/Shelter+Guard+Roofing+and+Gutters/data=!4m7!3m6!1s0x88f56bccc9c891f9:0xb3b0ab77029a51c!8m2!3d33.977939!4d-84.4214287!16s%2Fg%2F11fp8x67_8!19sChIJ-ZHIycxr9YgRHKUpcLcKOws?authuser=0&hl=en&rclk=1,Roofing,30007
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30007
Elite Roofing of Georgia,4.9,(47),Roofing contractor,N/A,·(770) 445-1290,Open⋅ Closes 4:30 PM,N/A,https://www.google.com/maps/place/Elite+Roofing+of+Georgia/data=!4m7!3m6!1s0x88f50f13519bf72b:0x6e4d32b3daabb138!8m2!3d33.926423!4d-84.381002!16s%2Fg%2F11nmpn65kl!19sChIJK_ebURMP9YgROLGr2rMyTW4?authuser=0&hl=en&rclk=1,Roofing,30007
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30007
King Roofing Pros,4.9,(154),Roofing contractor,N/A,·(404) 913-6830,Open 24 hours,N/A,https://www.google.com/maps/place/King+Roofing+Pros/data=!4m7!3m6!1s0x88f513aad85c282f:0xf54e7db3faff87b4!8m2!3d33.6723239!4d-84.4112381!16s%2Fg%2F11h_ftm0f2!19sChIJLyhc2KoT9YgRtIf_-rN9TvU?authuser=0&hl=en&rclk=1,Roofing,30007
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30007
Champion Contracting Roofing,4.8,(17),Roofing contractor,N/A,·(678) 404-0889,Open⋅ Closes 6 PM,N/A,https://www.google.com/maps/place/Champion+Contracting+Roofing/data=!4m7!3m6!1s0x88ab896eaced65af:0xd232c232c5f6a308!8m2!3d33.9239357!4d-84.4728!16s%2Fg%2F11vj1grd3p!19sChIJr2XtrG6Jq4gRCKP2xTLCMtI?authuser=0&hl=en&rclk=1,Roofing,30007
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30007
Marietta Roofing Contractors,5.0,(2),Roofing contractor,N/A,·(678) 252-6859,Open⋅ Closes 8 PM,N/A,https://www.google.com/maps/place/Marietta+Roofing+Contractors/data=!4m7!3m6!1s0x88f50db5097de6db:0xc6f689ce048c82db!8m2!3d33.9553578!4d-84.4303264!16s%2Fg%2F11jr8r9wrm!19sChIJ2-Z9CbUN9YgR24KMBM6J9sY?authuser=0&hl=en&rclk=1,Roofing,30007
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30007
Atlanta Top Quality Roofing,5.0,(9),Roofing contractor,N/A,·(678) 349-4877,Open⋅ Closes 6 PM,N/A,https://www.google.com/maps/place/Atlanta+Top+Quality+Roofing/data=!4m7!3m6!1s0x88f51151186d94c9:0xe373c7b8499e1fa4!8m2!3d33.9218734!4d-84.4786414!16s%2Fg%2F11k9l32n04!19sChIJyZRtGFER9YgRpB-eSbjHc-M?authuser=0&hl=en&rclk=1,Roofing,30007
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30007
Dr. Roof,4.9,(10),Roofing contractor,N/A,·(770) 450-8843,Open⋅ Closes 7 PM,N/A,https://www.google.com/maps/place/Dr.+Roof/data=!4m7!3m6!1s0x88f50d16984bac1f:0x3f5894f4c7f38e8b!8m2!3d33.9695016!4d-84.4093351!16s%2Fg%2F11rxj85pwr!19sChIJH6xLmBYN9YgRi47zx_SUWD8?authuser=0&hl=en&rclk=1,Roofing,30007
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30007
Mighty Dog Roofing of Northwest Atlanta,4.9,(42),Roofing contractor,·1880 W Oak Pkwy Suite 203,·(770) 229-7243,Open⋅ Closes 5 PM,N/A,https://www.google.com/maps/place/Mighty+Dog+Roofing+of+Northwest+Atlanta/data=!4m7!3m6!1s0x88f51508b18a07a1:0x6412cf665f4fecb2!8m2!3d33.9924851!4d-84.522137!16s%2Fg%2F11rxymqjll!19sChIJoQeKsQgV9YgRsuxPX2bPEmQ?authuser=0&hl=en&rclk=1,Roofing,30007
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30007
Marietta Roofing Company,4.7,(30),Roofing contractor,N/A,·(678) 427-1628,Open⋅ Closes 5 PM,N/A,https://www.google.com/maps/place/Marietta+Roofing+Company/data=!4m7!3m6!1s0x88f5165988fe7e25:0xb3f8dcc8149532f!8m2!3d33.8652774!4d-84.669935!16s%2Fg%2F11ckwypmj3!19sChIJJX7-iFkW9YgRL1NJgcyNPws?authuser=0&hl=en&rclk=1,Roofing,30007
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30007
Clark Brothers Roofing,4.8,(25),Roofing contractor,N/A,·(470) 613-9333,Open 24 hours,N/A,https://www.google.com/maps/place/Clark+Brothers+Roofing/data=!4m7!3m6!1s0x88f51101f825cdb3:0xab3cecad02caa51e!8m2!3d33.9230252!4d-84.4699303!16s%2Fg%2F11vzqcx8_4!19sChIJs80l-AER9YgRHqXKAq3sPKs?authuser=0&hl=en&rclk=1,Roofing,30007
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30007
Ridgeview Roofing Renovations,5.0,(22),Roofing contractor,N/A,·(678) 805-5670,Open⋅ Closes 6 PM,N/A,https://www.google.com/maps/place/Ridgeview+Roofing+Renovations/data=!4m7!3m6!1s0x88f5a547d2a520fb:0xd5e9366c76278a16!8m2!3d33.913437!4d-84.4740708!16s%2Fg%2F11hdrp7x8g!19sChIJ-yCl0kel9YgRFoondmw26dU?authuser=0&hl=en&rclk=1,Roofing,30007
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30007
Retro Roofers,5.0,(81),Roofing contractor,N/A,·(678) 500-1977,Open⋅ Closes 5 PM,N/A,https://www.google.com/maps/place/Retro+Roofers/data=!4m7!3m6!1s0x88f50dc586976e01:0xf2601b3e314ab89f!8m2!3d34.02334!4d-84.5325009!16s%2Fg%2F11k8h5wrm3!19sChIJAW6XhsUN9YgRn7hKMT4bYPI?authuser=0&hl=en&rclk=1,Roofing,30007
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30007
Armor Roofing GA,5.0,(7),Roofing contractor,N/A,·(678) 332-1881,Open⋅ Closes 6 PM,N/A,https://www.google.com/maps/place/Armor+Roofing+GA/data=!4m7!3m6!1s0x6642443fe2b16ecf:0x65a4f2fb73d1d154!8m2!3d33.9745233!4d-84.5023754!16s%2Fg%2F11vxt1b2v0!19sChIJz26x4j9EQmYRVNHRc_vypGU?authuser=0&hl=en&rclk=1,Roofing,30007
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30007
Avalon Restoration,5.0,(105),Roofing contractor,N/A,·(770) 213-1638,Open⋅ Closes 7 PM,N/A,https://www.google.com/maps/place/Avalon+Restoration/data=!4m7!3m6!1s0x88f5133c59388ea1:0x76a99963b845fc07!8m2!3d34.0116582!4d-84.4936286!16s%2Fg%2F11cmdqbh9h!19sChIJoY44WTwT9YgRB_xFuGOZqXY?authuser=0&hl=en&rclk=1,Roofing,30007
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30007
Top Layer Roofing,4.8,(15),Roofing contractor,N/A,·(404) 334-9974,Open⋅ Closes 6 PM,N/A,https://www.google.com/maps/place/Top+Layer+Roofing/data=!4m7!3m6!1s0x88f51574edce5cb5:0xcceada1fe48bab86!8m2!3d33.94839!4d-84.54256!16s%2Fg%2F11fmrngx3n!19sChIJtVzO7XQV9YgRhquL5B_a6sw?authuser=0&hl=en&rclk=1,Roofing,30007
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30007
Roof Pro Select,4.9,(108),Roofing contractor,N/A,·(678) 258-9065,Open⋅ Closes 6 PM,N/A,https://www.google.com/maps/place/Roof+Pro+Select/data=!4m7!3m6!1s0x88f58d18f30f8821:0xdee73d4f75464ba7!8m2!3d34.181957!4d-84.1769754!16s%2Fg%2F11h5q8r8pw!19sChIJIYgP8xiN9YgRp0tGdU89594?authuser=0&hl=en&rclk=1,Roofing,30007
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30007
Roofs Up Georgia,5.0,(10),Roofing contractor,N/A,·(678) 373-8257,Open 24 hours,N/A,https://www.google.com/maps/place/Roofs+Up+Georgia/data=!4m7!3m6!1s0x4eb0142a8d783643:0x13db94b6eeff166a!8m2!3d33.8723095!4d-84.4256205!16s%2Fg%2F11s8g4v2g3!19sChIJQzZ4jSoUsE4Rahb_7raU2xM?authuser=0&hl=en&rclk=1,Roofing,30007
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30007
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
Bird's Eye Roofing Company,4.9,(286),Roofing contractor,·44 Milton Ave Suite #100,·(770) 744-3358,Open⋅ Closes 5:30 PM,N/A,https://www.google.com/maps/place/Bird%27s+Eye+Roofing+Company/data=!4m7!3m6!1s0x88f57547dd59409b:0x500d76a8ccec171c!8m2!3d34.0754416!4d-84.2959691!16s%2Fg%2F11g6vgbqmg!19sChIJm0BZ3Ud19YgRHBfszKh2DVA?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
Atlanta Metro Roofing,5.0,(134),Roofing contractor,N/A,·(770) 220-7263,Open⋅ Closes 5 PM,N/A,https://www.google.com/maps/place/Atlanta+Metro+Roofing/data=!4m7!3m6!1s0x88f57455994bfb47:0x16fb49099840c436!8m2!3d34.0676928!4d-84.3151027!16s%2Fg%2F1hc3y0pv3!19sChIJR_tLmVV09YgRNsRAmAlJ-xY?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
Perimeter Roofing Alpharetta,4.7,(110),Roofing contractor,N/A,·(770) 501-7234,Open⋅ Closes 6 PM,N/A,https://www.google.com/maps/place/Perimeter+Roofing+Alpharetta/data=!4m7!3m6!1s0x88f57523cc4dd54d:0x9e6444bb9aac44ae!8m2!3d34.0704429!4d-84.2742149!16s%2Fg%2F11f75qd6rj!19sChIJTdVNzCN19YgRrkSsmrtEZJ4?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
Mr. Roofer of Alpharetta,4.7,(21),Roofing contractor,N/A,·(770) 983-6729,Open⋅ Closes 5 PM,N/A,https://www.google.com/maps/place/Mr.+Roofer+of+Alpharetta/data=!4m7!3m6!1s0x88f575650420b619:0x795e69761090bc84!8m2!3d34.0512088!4d-84.2783248!16s%2Fg%2F1ydpv9nvq!19sChIJGbYgBGV19YgRhLyQEHZpXnk?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
Emergency Roofing Solutions,4.8,(197),Roofing contractor,·2440 Old Milton Pkwy # 300,·(404) 474-4222,Open 24 hours,N/A,https://www.google.com/maps/place/Emergency+Roofing+Solutions/data=!4m7!3m6!1s0x88f5a7eee912a917:0x6b887b58b5c7b1a8!8m2!3d34.0709775!4d-84.2886684!16s%2Fg%2F11q1d0m37g!19sChIJF6kS6e6n9YgRqLHHtVh7iGs?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
Mighty Dog Roofing,4.9,(134),Roofing contractor,N/A,·(770) 824-9212,Open⋅ Closes 7 PM,N/A,https://www.google.com/maps/place/Mighty+Dog+Roofing/data=!4m7!3m6!1s0x88f5754e22159b65:0xca76e84365319c5f!8m2!3d34.0895318!4d-84.2707619!16s%2Fg%2F11rcyjn44v!19sChIJZZsVIk519YgRX5wxZUPodso?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
"Georgia Roofing & Repair, Inc.",5.0,(51),Roofing contractor,·4555 Mansell Rd Suite 301,·(678) 639-7663,Open⋅ Closes 5 PM,N/A,"https://www.google.com/maps/place/Georgia+Roofing+%26+Repair,+Inc./data=!4m7!3m6!1s0x88f575da3673419f:0x70a1087eee1e35c0!8m2!3d34.0394852!4d-84.2880269!16s%2Fg%2F11h64w6fms!19sChIJn0FzNtp19YgRwDUe7n4IoXA?authuser=0&hl=en&rclk=1",Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
Dr Roof Atlanta,4.8,"(1,144)",Roofing contractor,·88 Mansell Ct,·(770) 450-8843,Open⋅ Closes 7 PM,N/A,https://www.google.com/maps/place/Dr+Roof+Atlanta/data=!4m7!3m6!1s0x88f5750cfcc49647:0x1169617a0d5f7390!8m2!3d34.039441!4d-84.332098!16s%2Fg%2F1tcx7vzy!19sChIJR5bE_Ax19YgRkHNfDXphaRE?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
Roof Repair Alpharetta,5.0,(1),Roofing contractor,N/A,·(404) 345-2771,Open⋅ Closes 6 PM,N/A,https://www.google.com/maps/place/Roof+Repair+Alpharetta/data=!4m7!3m6!1s0x86a54d1b6487c1f3:0x6841e422d8548777!8m2!3d34.0737939!4d-84.2803264!16s%2Fg%2F11sgj4twyy!19sChIJ88GHZBtNpYYRd4dU2CLkQWg?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
Rock House Roofing,4.9,(174),Roofing contractor,N/A,·(770) 655-8234,Open 24 hours,N/A,https://www.google.com/maps/place/Rock+House+Roofing/data=!4m7!3m6!1s0x88f57594768beb6d:0x50328f24953a0af2!8m2!3d34.0879565!4d-84.3397849!16s%2Fg%2F11h5rtx16z!19sChIJbeuLdpR19YgR8go6lSSPMlA?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
Modification Roofing,4.6,(10),Contractor,N/A,·(678) 855-7047,Open⋅ Closes 5 PM,N/A,https://www.google.com/maps/place/Modification+Roofing/data=!4m7!3m6!1s0x88f509432102f0c3:0xf96a14e84187f031!8m2!3d34.0587808!4d-84.285914!16s%2Fg%2F11c45j909v!19sChIJw_ACIUMJ9YgRMfCHQegUavk?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
TruCare Restoration & Roofing,4.9,(75),Roofing contractor,·11175 Cicero Dr Suite 187,·(678) 661-2702,Open 24 hours,N/A,https://www.google.com/maps/place/TruCare+Restoration+%26+Roofing/data=!4m7!3m6!1s0x88f59ff55cc5f395:0xd388fe5d3abb852f!8m2!3d34.0510665!4d-84.278245!16s%2Fg%2F11h79l602r!19sChIJlfPFXPWf9YgRL4W7Ol3-iNM?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
Commercial Roof Systems,4.6,(27),Roofing contractor,·7691 North Point Pkwy #79A,·(770) 373-4430,Open 24 hours,N/A,https://www.google.com/maps/place/Commercial+Roof+Systems/data=!4m7!3m6!1s0x88f5755f463d2093:0xf3d148bae383f90a!8m2!3d34.0407742!4d-84.3069953!16s%2Fg%2F11jny8v5l3!19sChIJkyA9Rl919YgRCvmD47pI0fM?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
SeekOne Roofing Company,5.0,(12),Roofing contractor,N/A,·(404) 777-7335,Open⋅ Closes 6 PM,N/A,https://www.google.com/maps/place/SeekOne+Roofing+Company/data=!4m7!3m6!1s0x88f5757806a754ff:0x248017ec3a92cf79!8m2!3d34.0665901!4d-84.278985!16s%2Fg%2F11k460nxm2!19sChIJ_1SnBnh19YgRec-SOuwXgCQ?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
SSR Roofing,5.0,(34),Roofing contractor,N/A,·(404) 882-8500,Open⋅ Closes 6 PM,N/A,https://www.google.com/maps/place/SSR+Roofing/data=!4m7!3m6!1s0x88f585afcf744da7:0x835650a02bf2f843!8m2!3d34.0754416!4d-84.2959691!16s%2Fg%2F11l4pb1rdw!19sChIJp010z6-F9YgRQ_jyK6BQVoM?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
Roof Depot,4.6,(151),Roofing contractor,·705 Hembree Pl,·(770) 205-1321,Open⋅ Closes 5:30 PM,N/A,https://www.google.com/maps/place/Roof+Depot/data=!4m7!3m6!1s0x88f5759757e4dc5f:0xf605a681f30ad814!8m2!3d34.0591553!4d-84.3185036!16s%2Fg%2F11flbpt8yb!19sChIJX9zkV5d19YgRFNgK84GmBfY?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
Clark Brothers Roofing & Construction,4.9,(290),Roofing contractor,N/A,·(678) 928-8302,Open⋅ Closes 9 PM,N/A,https://www.google.com/maps/place/Clark+Brothers+Roofing+%26+Construction/data=!4m7!3m6!1s0x88f593b932fa86a1:0x2853c5e58240a368!8m2!3d34.0263231!4d-84.3575321!16s%2Fg%2F11fkds3mw4!19sChIJoYb6MrmT9YgRaKNAguXFUyg?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
Rackley Roofing & Supply,4.9,(132),Roofing contractor,N/A,·(770) 771-8802,Open⋅ Closes 7 PM,N/A,https://www.google.com/maps/place/Rackley+Roofing+%26+Supply/data=!4m7!3m6!1s0x88f59dbc6c2d4131:0x8123ed9f6123a294!8m2!3d34.1370364!4d-84.2446211!16s%2Fg%2F11b6gcvmp1!19sChIJMUEtbLyd9YgRlKIjYZ_tI4E?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
Clear Skies Restoration,4.7,(104),Roofing contractor,·2475 Northwinds Pkwy Suite 200,·(470) 740-7690,Open 24 hours,N/A,https://www.google.com/maps/place/Clear+Skies+Restoration/data=!4m7!3m6!1s0x87fccadb21fe486d:0x5a651ca288caf2ff!8m2!3d34.0588012!4d-84.2858943!16s%2Fg%2F11szfxxhpd!19sChIJbUj-IdvK_IcR__LKiKIcZVo?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
Roofing Magic Atlanta,5.0,(93),Roofing contractor,·1005 Alderman Dr Suite 107,·(404) 595-3905,Open⋅ Closes 6 PM,N/A,https://www.google.com/maps/place/Roofing+Magic+Atlanta/data=!4m7!3m6!1s0x819fd3e648637611:0x3bf3ace23967d120!8m2!3d34.0947997!4d-84.243438!16s%2Fg%2F11t9mlch77!19sChIJEXZjSObTn4ERINFnOeKs8zs?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
Veteran's Roofing Company,4.4,(86),Roofing contractor,·5490 McGinnis Village Pl Suite 140,·(404) 407-5000,Open⋅ Closes 5 PM,N/A,https://www.google.com/maps/place/Veteran%27s+Roofing+Company/data=!4m7!3m6!1s0x88f59fa57bf0fee5:0x2a839dadfe9762fc!8m2!3d34.0916639!4d-84.1986248!16s%2Fg%2F11r1rz4w9g!19sChIJ5f7we6Wf9YgR_GKX_q2dgyo?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
Buckhead Roofing,5.0,(49),Roofing contractor,N/A,·(678) 932-0276,Open 24 hours,N/A,https://www.google.com/maps/place/Buckhead+Roofing/data=!4m7!3m6!1s0x824b3de45a245ab7:0x13e9e653703a3284!8m2!3d34.170438!4d-84.1023!16s%2Fg%2F11vs2d23hn!19sChIJt1okWuQ9S4IRhDI6cFPm6RM?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
Atlanta's Best Roofing and Restoration,5.0,(85),Roofing contractor,N/A,·(770) 772-0663,Open⋅ Closes 5 PM,N/A,https://www.google.com/maps/place/Atlanta%27s+Best+Roofing+and+Restoration/data=!4m7!3m6!1s0xa6dc79c64b62f0f9:0xeb01f7b010bd648!8m2!3d34.0916639!4d-84.1986248!16s%2Fg%2F11t7qkts45!19sChIJ-fBiS8Z53KYRSNYLAXsfsA4?authuser=0&hl=en&rclk=1,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
"Team Roofing and Construction, LLC",4.7,(76),Roofing contractor,N/A,·(470) 517-7929,Open⋅ Closes 8 PM,N/A,"https://www.google.com/maps/place/Team+Roofing+and+Construction,+LLC/data=!4m7!3m6!1s0x88f59ff593934541:0x1eccb6ba844988f1!8m2!3d34.0962947!4d-84.2624484!16s%2Fg%2F11fsbd5bt1!19sChIJQUWTk_Wf9YgR8YhJhLq2zB4?authuser=0&hl=en&rclk=1",Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30010
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30010
"High Quality Roofing, LLC",5.0,(265),Roofing contractor,N/A,·(404) 642-6760,Open⋅ Closes 5 PM,N/A,"https://www.google.com/maps/place/High+Quality+Roofing,+LLC/data=!4m7!3m6!1s0x88f5a3dd8992fd5b:0x6f91621fcf81995f!8m2!3d33.9071728!4d-84.2096818!16s%2Fg%2F11hfm1sdzq!19sChIJW_2Sid2j9YgRX5mBzx9ikW8?authuser=0&hl=en&rclk=1",Roofing,30010
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30010
GA Premium Roofing Inc,4.7,(165),Roofing contractor,N/A,·(770) 559-1503,Open⋅ Closes 5 PM,N/A,https://www.google.com/maps/place/GA+Premium+Roofing+Inc/data=!4m7!3m6!1s0x88f5a0e4d2ff3825:0x2076dd25df5d57d!8m2!3d33.9630086!4d-84.2354569!16s%2Fg%2F11c1vmtjt9!19sChIJJTj_0uSg9YgRfdX1XdJtBwI?authuser=0&hl=en&rclk=1,Roofing,30010
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30010
Hive Roofing,5.0,(66),Roofing contractor,N/A,·(888) 345-4483,Open 24 hours,N/A,https://www.google.com/maps/place/Hive+Roofing/data=!4m7!3m6!1s0x6e56ad0bf6a10a07:0xd0b98e15519b1899!8m2!3d33.946415!4d-84.2289126!16s%2Fg%2F11p5mhmttd!19sChIJBwqh9gutVm4RmRibURWOudA?authuser=0&hl=en&rclk=1,Roofing,30010
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30010
Georgia's Best Roofer,4.9,(202),Roofing contractor,·6000 Dawson Blvd Suite B,·(404) 484-4658,Open 24 hours,N/A,https://www.google.com/maps/place/Georgia%27s+Best+Roofer/data=!4m7!3m6!1s0x88f5a788c3f536cb:0x6fe83ceb33158c8e!8m2!3d33.9069439!4d-84.2075817!16s%2Fg%2F11s0vd4b9c!19sChIJyzb1w4in9YgRjowVM-s86G8?authuser=0&hl=en&rclk=1,Roofing,30010
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30010
Best Choice Roofing,4.4,(249),Roofing contractor,N/A,·(770) 874-8785,Open⋅ Closes 5 PM,N/A,https://www.google.com/maps/place/Best+Choice+Roofing/data=!4m7!3m6!1s0x88f5117327d14b79:0x1f40480135df80c4!8m2!3d33.9201662!4d-84.187003!16s%2Fg%2F1v4k7bv0!19sChIJeUvRJ3MR9YgRxIDfNQFIQB8?authuser=0&hl=en&rclk=1,Roofing,30010
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30010
Parsons Roofing,4.8,(41),Roofing contractor,·3100 Medlock Bridge Rd Building 300 Suite 335,·(678) 756-0224,Open 24 hours,N/A,https://www.google.com/maps/place/Parsons+Roofing/data=!4m7!3m6!1s0x88f509c570495327:0x6eb47c342714639!8m2!3d33.9575795!4d-84.2058753!16s%2Fg%2F11bx2g4zhh!19sChIJJ1NJcMUJ9YgROUZxQsNH6wY?authuser=0&hl=en&rclk=1,Roofing,30010
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30010
Arise Roofing & Restoration,5.0,(73),Roofing contractor,N/A,·(844) 600-9697,Open⋅ Closes 6 PM,N/A,https://www.google.com/maps/place/Arise+Roofing+%26+Restoration/data=!4m7!3m6!1s0x88f5b9810f68eba9:0x36a61f1bb30c93d2!8m2!3d33.9341277!4d-84.2218467!16s%2Fg%2F11hd6lfgld!19sChIJqetoD4G59YgR0pMMsxsfpjY?authuser=0&hl=en&rclk=1,Roofing,30010
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30010
Legend Roofing Corporation,4.9,(204),Roofing contractor,·3295 River Exchange Dr Suite 578,·(404) 308-4694,Open⋅ Closes 5 PM,N/A,https://www.google.com/maps/place/Legend+Roofing+Corporation/data=!4m7!3m6!1s0x88f51fb37c2d9755:0xcd9fefdab03e11e7!8m2!3d33.9694337!4d-84.2618955!16s%2Fg%2F1tfhh7l7!19sChIJVZctfLMf9YgR5xE-sNrvn80?authuser=0&hl=en&rclk=1,Roofing,30010
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30010
"Pro Roofing Contractor USA, LLC",4.6,(45),Roofing contractor,N/A,·(404) 642-5701,Open⋅ Closes 7 PM,N/A,"https://www.google.com/maps/place/Pro+Roofing+Contractor+USA,+LLC/data=!4m7!3m6!1s0x88f5bd4a0ad86777:0x8d231f6439a2ac96!8m2!3d33.9218872!4d-84.1680159!16s%2Fg%2F11qmqpyh98!19sChIJd2fYCkq99YgRlqyiOWQfI40?authuser=0&hl=en&rclk=1",Roofing,30010
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30010
